	Locustag	Gene	Description	FeatureType	pil	pcnB	pil-pcnB	WT	cluster
117	DN756_00635		NAD(P)/FAD-dependent oxidoreductase	CDS	0.28481957863503704	0.3260841819242089	0.3175704036527948	0.3240901936791983	2
118	DN756_00640		hybrid sensor histidine kinase/response regulator	CDS	-0.026433772423762485	-0.03422984084602117	-0.08255788267085938	0.06467369320277457	2
119	DN756_00645		sugar ABC transporter ATP-binding protein	CDS	-1.5051273392673887	-1.481024158016468	-1.4958890886372136	-1.5398073097439957	1
120	DN756_00650		ribose ABC transporter permease	CDS	-0.6756195768382962	-0.6485286633637302	-0.6488723298817001	-0.5517297226709218	2
121	DN756_00655		transcriptional regulator	CDS	-0.0814565669950002	-0.0187940481266842	-0.04302389562775785	0.005329389022851631	2
122	DN756_00660		D-lyxose/D-mannose family sugar isomerase	CDS	-0.19128465519750695	-0.06150055222362104	-0.17793240924296067	-0.10560132360316137	2
123	DN756_00665		ketose 1,6-bisphosphate aldolase	CDS	-0.02743520035667365	0.11290290825901113	0.10080116154834752	0.08068161200490424	2
124	DN756_00670		adenosine kinase	CDS	-0.06210855120714054	0.04289933293198824	0.03427491859677556	0.0610553906099742	2
125	DN756_00675		DNA-binding response regulator	CDS	0.17433515006131617	0.16280516933381473	0.07227578713410338	0.2536750257744825	2
126	DN756_00685		hypothetical protein	CDS	-1.792641006426404	-1.8424582954384894	-1.8489913870914763	-1.7911411823710617	1
127	DN756_00690		pirin family protein	CDS	-0.054044845114132496	-0.002692464551971917	-0.04575700985479979	-0.0006432334785473686	2
128	DN756_00695	gntR	HTH-type transcriptional regulator GntR	CDS	0.6472903786753954	0.7430164072637377	0.7044507071490419	0.668864258486142	0
129	DN756_00700		gluconate transporter	CDS	0.049948998510580475	-0.1069362493999421	-0.2976468029588482	0.19387506538187074	2
130	DN756_00705		gluconokinase	CDS	-0.47760605618426477	-0.6142543361049463	-0.706947835894507	-0.3619587108391166	2
131	DN756_00710		type IV secretion protein Rhs	CDS	-1.7517139320896715	-1.7103048353351695	-1.9985227179652287	-1.6587952976762335	1
132	DN756_00720		hypothetical protein	CDS	-1.3026077280918624	-1.3595834532620117	-1.2486904483382573	-1.3117316577754374	1
133	DN756_00725		YhgN family NAAT transporter	CDS	-0.6914132907420557	-0.6100216501004743	-0.7045100101555439	-0.586639964474615	2
134	DN756_00730	asd	aspartate-semialdehyde dehydrogenase	CDS	1.0928170939522894	1.1912718961224378	1.1356901484497866	1.1304977285964974	0
135	DN756_00735		hypothetical protein	CDS	-0.9916961818951063	-0.9489549322923259	-0.9331886919456762	-0.9651854693137636	1
136	DN756_00740		hypothetical protein	CDS	-1.4988174614455274	-1.4790511927383618	-1.3359988853073055	-1.7090178107190326	1
137	DN756_00745		IS66 family insertion sequence hypothetical protein	CDS	-1.7987637051717673	-2.0671782266364227	-1.9012617632145146	-2.0520430557907057	1
138	DN756_00750		invasin-like inverse autotransporter protein	CDS	0.6923461460703163	0.7592534726429819	0.7159919556238289	0.7553844654107673	0
139	DN756_00755		sensor histidine kinase	CDS	-0.08300775326111087	-0.03226311489279626	-0.09707174521820865	0.02982247025076124	2
140	DN756_00760	glgB	1,4-alpha-glucan branching protein GlgB	CDS	1.229932285365043	1.3561196066914374	1.336161566648235	1.3179278005895856	0
141	DN756_00765		glycogen debranching enzyme	CDS	1.2475981134505678	1.3648795236356905	1.3262958125106667	1.3197460979683309	0
142	DN756_00770	glgC	glucose-1-phosphate adenylyltransferase	CDS	1.229102865077142	1.3004179215605127	1.286123297621402	1.3076622310503678	0
143	DN756_00775	glgA	glycogen synthase GlgA	CDS	1.2142421427247587	1.2563814504320865	1.2656669710371233	1.2919969913887328	0
144	DN756_00780		glycogen phosphorylase	CDS	1.8327951479572597	1.7862472909346838	1.7563930178262284	1.9264640799936652	0
145	DN756_00785		glycerol-3-phosphate dehydrogenase	CDS	1.2622603214461794	2.0230089113357796	2.2875108428781608	0.32899009722540073	0
146	DN756_00790		hypothetical protein	CDS	-2.132286555346768	-2.0647136005630125	-1.862943488297003	-2.2093444577664196	1
147	DN756_00795		DUF3289 family protein	CDS	-2.3125381816662127	-1.9928556258503352	-2.006485687535662	-2.1402684918830586	1
148	DN756_00800		DUF943 family protein	CDS	-2.029813285117768	-1.671721327948867	-1.6403367577834507	-1.7524403535491908	1
149	DN756_00805		hypothetical protein	CDS	-2.1966418409259076	-1.77327611189762	-1.6580653929725355	-1.8367416543571187	1
150	DN756_00810		transposase	CDS	-0.7121886716865186	-0.5179725541145737	-0.477784230788973	-0.6463700924598815	2
151	DN756_00815		DeoR/GlpR family transcriptional regulator	CDS	0.7850198548972893	0.8659607653983096	0.8463467076728234	0.8580874076184062	0
152	DN756_00820	glpG	rhomboid family intramembrane serine protease GlpG	CDS	0.7879145017157823	0.8176175920086317	0.7474647080416928	0.8529998242323101	0
153	DN756_00825	glpE	thiosulfate sulfurtransferase GlpE	CDS	0.4038611134552816	0.37692746394266485	0.3269564402154746	0.45732166067264524	2
154	DN756_00830		helix-turn-helix transcriptional regulator	CDS	1.488924093457111	1.4708153940200377	1.3966685387100677	1.5687530031797197	0
155	DN756_00835		maltodextrin phosphorylase	CDS	1.8906146122003604	1.8478589951731432	1.8943809685403854	2.0039443966862955	0
156	DN756_00840		4-alpha-glucanotransferase	CDS	1.7213702459707372	1.6750714419787889	1.7341902768982864	1.8587758981772475	0
157	DN756_00845		Fe-S biogenesis protein NfuA	CDS	0.47226087679855916	0.3646482970954754	0.35981219634450684	0.4820384658624123	2
158	DN756_00850	gntX	DNA utilization protein GntX	CDS	-0.8913143278938959	-0.9287140378436035	-0.838467959613519	-0.9288722653025273	1
159	DN756_00855	bioH	pimeloyl-[acyl-carrier protein] methyl ester esterase	CDS	-0.05140373586166313	-0.061274368685053475	-0.0457661854957366	-0.01944315362165333	2
160	DN756_00860		DUF1471 domain-containing protein	CDS	-1.1550597336298816	-1.065099155809231	-1.1528717396102504	-1.1566290965308184	1
161	DN756_00865		ferrous iron transporter C	CDS	-1.3242130024783327	-1.6339451678635604	-1.5199173615433992	-1.4237077472576212	1
162	DN756_00870	feoB	Fe(2+) transporter permease subunit FeoB	CDS	0.177869494478581	0.1352294520590222	0.2788731212373357	0.20340851845928307	2
163	DN756_00875		ferrous iron transporter A	CDS	-0.3173909719384157	-0.4243299204379065	-0.30607057544406086	-0.39625843991755516	2
164	DN756_00880		RNA-binding transcriptional accessory protein	CDS	1.1410403177882305	1.1814861481277055	1.2074903018920242	1.1568157842605784	0
165	DN756_00885	greB	transcription elongation factor GreB	CDS	-0.4570627082227549	-0.4210123527113676	-0.4380666286701224	-0.4207521716960748	2
166	DN756_00890	ompR	two-component system response regulator OmpR	CDS	1.0361894438983825	1.1157416679110597	1.074460429061271	1.0638107634120089	0
167	DN756_00895	envZ	two-component system sensor histidine kinase EnvZ	CDS	0.9385499163652977	0.9841811353521458	1.001581497702836	0.9468532828334373	0
168	DN756_00900	pckA	phosphoenolpyruvate carboxykinase (ATP)	CDS	2.225464991915518	2.197819224312268	2.1296245659978985	2.377490812891959	0
169	DN756_00905	hslO	Hsp33 family molecular chaperone HslO	CDS	0.8612070050894385	0.9184895349711851	0.9263688297991788	0.8709887624180772	0
170	DN756_00910		ribosome-associated heat shock protein Hsp15	CDS	0.12507404766162866	0.13379901198925512	0.1100904464954193	0.1537579568775806	2
171	DN756_00915		GMP/IMP nucleotidase	CDS	0.6681617344018226	0.6508261830585499	0.6153615871826238	0.6792143125770539	0
172	DN756_00920		intracellular growth attenuator family protein	CDS	0.5084948292462718	0.5072533427967209	0.46034068966930475	0.5191259920356314	2
173	DN756_00925	nudE	ADP compounds hydrolase NudE	CDS	-0.29902420557975096	-0.2963444078428102	-0.4067366122830412	-0.3065681454399581	2
174	DN756_00930		DNA adenine methylase	CDS	-1.2494630964377087	-1.1297101089384398	-1.158770852526591	-1.2818919593298228	1
175	DN756_00935		tail assembly chaperone	CDS	-0.9532437263128523	-0.9789197540800574	-0.9107550289129666	-0.9833173544550453	1
176	DN756_00940		phage tail protein	CDS	-0.4988243895299044	-0.5219487465641051	-0.47475771830646074	-0.4879003522604861	2
177	DN756_00945		DUF2313 domain-containing protein	CDS	-1.695950755845267	-1.7862026396522943	-1.7140581287016292	-1.89256241423983	1
178	DN756_00950		baseplate J/gp47 family protein	CDS	-1.4119788025559579	-1.3606249098276433	-1.4820544657468018	-1.2709278270370123	1
179	DN756_00955		hypothetical protein	CDS	-2.461415520065602	-1.9062708040539407	-2.0210004819803338	-2.1221748003452094	1
180	DN756_00960		phage baseplate assembly protein V	CDS	-0.3363009923957133	-0.3534867055832156	-0.401583300634152	-0.3303022318522819	2
181	DN756_00965		phage tail protein	CDS	0.4909295004040786	0.5367071883561254	0.4915136313766703	0.5371353079694535	2
182	DN756_00970		multidrug DMT transporter permease	CDS	0.7288686028615797	0.78032699434451	0.7104412823962954	0.7747566394349924	0
183	DN756_00975		phage tail tape measure protein	CDS	0.1855868072573393	0.22953727680149025	0.17759698821110165	0.2772910363001177	2
184	DN756_00980		hypothetical protein	CDS	-1.782570828704073	-1.989816816636321	-1.778487523625649	-2.1858632263521454	1
185	DN756_01010		glycoside hydrolase family 19 protein	CDS	-2.093388338007719	-1.6019940782813025	-1.9938548671287077	-2.14132175899194	1
186	DN756_01015		hypothetical protein	CDS	0.4520704765688244	0.43695785427889006	0.3806708820132625	0.4612771678492104	2
187	DN756_01020		hypothetical protein	CDS	-0.0722470577130372	-0.052905380245515554	-0.12148698854637711	0.015296977275747704	2
188	DN756_01025		regulatory protein GemA	CDS	-0.442711241658636	-0.43377462532901384	-0.41976041715223605	-0.37494527517069326	2
189	DN756_01030		hypothetical protein	CDS	-0.2001010763014802	-0.13713605780002366	-0.18576244707917153	-0.1275633181529175	2
190	DN756_01035		hypothetical protein	CDS	-1.055875698623393	-0.9138041503454976	-0.9080801564488729	-0.940744448983251	1
191	DN756_01040		hypothetical protein	CDS	-1.3447543078600914	-1.3531555543671108	-1.2593617607372676	-1.237664050696047	1
192	DN756_01045		hypothetical protein	CDS	-0.876873753660619	-0.8715692864286493	-0.8528679517025652	-0.8509437676472518	1
193	DN756_01050		hypothetical protein	CDS	-1.773367956430413	-1.5994770603573485	-1.6518895554276543	-1.5551311028034474	1
194	DN756_01055		hypothetical protein	CDS	-1.6274889330523603	-1.7056407948717902	-1.5817539092861335	-1.792515364301398	1
195	DN756_01060		ANR family transcriptional regulator	CDS	-1.1606968954412618	-1.2463022234063403	-1.0495490688592137	-1.23243979245191	1
196	DN756_01065		DUF2786 domain-containing protein	CDS	-1.4533375196721638	-1.5711158689338691	-1.4803803932314057	-1.5656516371612075	1
197	DN756_01075		DUF3164 family protein	CDS	-1.5612213752315822	-1.452420213965631	-1.402874897738266	-1.5231349587787326	1
198	DN756_01085		hypothetical protein	CDS	-1.8952046755741607	-2.30723637973267	-2.31480768124563	-1.8139983517324254	1
199	DN756_01090		ATPase	CDS	-1.2630074915139118	-1.175602806671925	-1.107137791596376	-1.097039603375356	1
200	DN756_01095		transposase	CDS	-0.8809244415257811	-1.0988739345153462	-0.9668840755974213	-0.9188769448225214	1
201	DN756_01100		transcriptional regulator	CDS	-1.9628641981345665	-2.269009176542997	-2.1664909355824364	-2.084827953656078	1
202	DN756_01105		transcriptional regulator	CDS	-0.5814413236986683	-0.6151792842171707	-0.5801934129522094	-0.5076872063382585	2
203	DN756_01110		carboxypeptidase/penicillin-binding protein 1A	CDS	0.8096082752548426	0.8546441583904172	0.9206677797501068	0.7914725236672919	0
204	DN756_01115		pilus assembly protein HofM	CDS	-1.3075036080546716	-1.3036988735841046	-1.340173937083619	-1.2524250177547103	1
205	DN756_01120		pilus assembly protein PilN	CDS	-1.9933643871971496	-1.8885719616578458	-1.726495769185716	-1.7567362503889494	1
206	DN756_01125		hypothetical protein	CDS	-1.820292744007096	-1.9097091094700318	-1.7578849479502876	-1.7452332949053035	1
207	DN756_01130		DUF2531 family protein	CDS	-1.5527181609698477	-1.644531310576857	-1.5030419547335163	-1.5156643229968128	1
