	Locustag	Gene	Description	 	1276_26C	1968_26C	1970_26C	983_26C	  	1276_37C	1968_37C	1970_37C	983_37C
39	DN756_00220	fdhE	formate dehydrogenase accessory protein FdhE		549.857813868657	564.8408464382433	553.3948429143776	573.078342236575		744.1681749671184	669.9180931880843	648.580222589046	727.0775801984447
40	DN756_00225		L-selenocysteinyl-tRNA(Sec) synthase		463.185977278181	488.912276474634	490.2896971713714	455.8287865373797		663.1771355387119	670.075064277131	622.53082783944	687.8872375053543
41	DN756_00230	selB	selenocysteinyl-tRNA-specific translation elongation factor SelB		395.66577851044696	426.5851897920357	467.41187492624766	402.30837286833065		571.706502498817	617.3763132356763	487.4513488963753	578.0709747918163
42	DN756_00235		Tn3 family transposase		1.0328569514855672	1.3416219316947668	1.3666456563027205	1.61513075007534		1.2184012901719763	0.9888378037411704	1.5635160544079698	0.9689586871899576
43	DN756_00240		hypothetical protein		38.65957160211986	34.15117368941543	39.260888051976735	31.51273296213297		21.3832868004876	23.002777042040066	22.275949300464237	16.69902989629013
44	DN756_00245		DUF4225 domain-containing protein		1.1564392359989797	1.2034656998343285	1.4754902213678769	1.3396479320927064		0.8485121210215857	1.0765412206982363	0.9269606270270868	0.7479542722858924
45	DN756_00255		hypothetical protein		2.22727019134538	2.461587047304023	2.94613433301536	2.1943992662977534		3.34525029751419	2.5097984311686665	2.2588600564244703	2.0367051872097437
46	DN756_00260	mdfA	MdfA family multidrug efflux MFS transporter		57.824118192977295	65.31245713727564	78.7667999587841	47.031423126887496		101.10663470037106	135.62833269039234	120.94920967673367	131.261894013992
47	DN756_00265		transposase		10.538382722235392	10.236862293557657	9.394174166339964	11.132073664760483		9.324739711619625	7.863776227086144	6.80626029871294	7.7041472837877025
48	DN756_00270		hypothetical protein		1.5222189979949008	1.0798497744117432	1.26834179036422	0.907540849939586		1.304396305504557	1.1245300900993354	0.7810346733118481	1.0220387112569405
49	DN756_00275		acyltransferase		32.59541672877963	34.8827263218254	31.1931241875659	35.16507821604617		36.31812318439604	29.668210923438565	32.66000088628727	34.3878612108802
50	DN756_00280		fimbrial protein		1.128380735493705	1.2040522964407996	0.922284868104118	1.5331798595584134		0.9311958524063612	0.8787363124063647	0.4249025645082107	0.4579393315614877
51	DN756_00285		fimbrial biogenesis outer membrane usher protein		6.111502261050366	5.3579905608013805	6.257397784000767	6.005768125518229		5.643341929215109	5.66318571879706	6.2793766854464765	6.0432995365779165
52	DN756_00290		molecular chaperone		2.97202380922921	2.2578416819981038	2.366947888754393	2.4185021641306066		1.7509415453092665	2.7398720960062164	2.516933442716645	2.489904145346783
53	DN756_00295		fimbrial protein		2.9185405337168	3.2349135682192567	3.934681560459367	2.8249804368383464		3.72297131384544	5.6166765279970505	4.896185581742087	3.286677446781517
54	DN756_00300	xylB	xylulokinase		265.47250696866234	271.8237327779903	247.9635326803503	303.1751276330973		152.23427807202998	158.9236870222543	153.50077371806898	161.73512646552263
55	DN756_00305	xylA	xylose isomerase		65.53667524084229	66.9322201217617	60.99416249493049	69.7016773504553		23.14507365871337	32.22795947739753	21.7161659457591	29.89924558702843
56	DN756_00310		D-xylose ABC transporter substrate-binding protein		14.333055923040634	12.60760929829433	13.526704489389132	18.520252629078968		2.8667783862660072	4.915291138153973	3.0337660549531766	3.7225803208721593
57	DN756_00315		xylose ABC transporter ATP-binding protein		14.661050350709669	13.806828267220968	11.99319788692483	15.621938315165934		3.894962073769753	4.69982202835753	5.167963025384817	4.838687480232303
58	DN756_00320		sugar ABC transporter permease		12.393325214412698	11.997642725575966	12.504918646408631	13.372122742229		9.877618911270435	9.177782467816575	8.765909787300266	9.487070312969694
59	DN756_00325		helix-turn-helix domain-containing protein		29.277825046425097	28.82091040577184	23.68737937995263	36.5410500465838		23.51043873085593	34.65885074843644	21.56525561072773	31.881543398924105
60	DN756_00330		DUF4102 domain-containing protein		75.10188201788124	77.20734237276378	68.1297823062265	79.38052301939064		73.93081667013243	80.31584639557347	72.30013430313744	76.38567911412404
61	DN756_00335		SAM-dependent methyltransferase		124.519716171108	125.491277836582	129.69549981935	110.65922849067498		93.20898110198404	146.115316758019	111.50322701887931	108.717151688349
62	DN756_00340		hypothetical protein		8.432061089905304	10.314585636761672	11.615481162009226	9.693356255929286		4.299347513557127	6.478630833269716	5.055623880140433	7.395967277578273
63	DN756_00345		DUF262 domain-containing protein		63.20432275519693	63.5035529806473	63.89309713642727	58.10743154349863		27.5787741539288	33.8639974148465	41.6411559101176	31.0868900905995
64	DN756_00350		SAM-dependent DNA methyltransferase		63.453485428584266	54.55467830059447	48.96091949928459	55.8529762807597		27.71131930284097	27.835393473180037	24.4575753766392	23.7106043953562
65	DN756_00355		IS3 family transposase		17.110521249495235	17.531523337331166	15.0364471856343	16.523910881772334		15.3379708099851	13.608823742243198	13.150579243071467	14.8880905061067
66	DN756_00360		ATP-binding cassette domain-containing protein		4.65853104064409	3.49696071393898	4.512287872644197	3.2690475306801168		2.617528009933473	3.2790299641908334	2.7306331608692465	3.491203214549767
67	DN756_00365		enterobactin ABC transporter permease		5.548028282871887	4.7293789894546565	5.03352104672092	5.3335539918339165		4.568775696673126	3.78969915377636	4.122763191547601	5.120096396329147
68	DN756_00370		ABC transporter permease		6.268060290669833	5.327768461920599	4.67812675077144	4.378275857936383		4.071174849455817	3.6730970839878094	5.160207821206594	4.30776692815827
69	DN756_00375		siderophore ABC transporter substrate-binding protein		22.84098498940653	17.299397991427533	19.866951455624832	21.57403113644173		17.950848027014732	14.377983674709633	18.55896679043663	16.599382629154068
70	DN756_00380		ATP-grasp domain-containing protein		9.639650235370503	11.358826303742768	9.161172318718505	9.537712340080944		10.743755058541169	8.766630693725572	11.8180130749963	8.966902528113922
71	DN756_00385		EamA/RhaT family transporter		2.10886962575805	1.7575071017178567	1.5117312570962564	2.342820700710144		1.0623727720806844	0.9497744039514586	1.6427875276595367	1.1299176680033385
72	DN756_00400	hutU	urocanate hydratase		567.5485958211307	585.7138531195914	550.512803248002	676.0198260216035		375.03880443406905	386.4680483991253	413.9173497840587	439.7249990283247
73	DN756_00405	hutH	histidine ammonia-lyase		578.3540542579476	602.477741868506	568.6674974795586	668.0000305029947		371.59456361840665	400.3627839405017	365.7662856478293	462.77688167452334
74	DN756_00410		amino acid permease		72.16140570060577	77.87701662728536	73.75507753751386	78.80252553966804		50.11057551941874	45.943560460707	50.896631888634126	60.04206305678853
75	DN756_00415		alpha/beta hydrolase		134.49429889737965	149.76862128526764	151.75167138971534	141.00068242628933		111.3117721992895	115.821178090507	127.42069824355968	113.24951939108632
76	DN756_00420		kdo(2)-lipid A phosphoethanolamine 7''-transferase		78.18780591538314	86.69341477814942	87.9683523698389	86.72554487924192		151.689914817128	165.45527205380867	156.2219772787383	179.60949734645797
77	DN756_00425	uhpA	transcriptional regulator UhpA		75.90575898342557	79.75224643331747	66.98947542312813	90.33469350430109		87.22820258603822	89.7892506761943	78.0097949208351	94.0107024324764
78	DN756_00430	uhpB	signal transduction histidine-protein kinase/phosphatase UhpB		136.76958394816202	139.46383552894568	117.01300158163968	148.63917611595102		184.348651079258	192.9389001191897	177.44828896478066	174.32709535396535
79	DN756_00435		MFS transporter family glucose-6-phosphate receptor UhpC		64.1636026164049	69.53187271951766	57.70882178797447	71.9699269928464		72.98015524615595	80.22818497066397	67.95333239792546	81.05954000790683
80	DN756_00445		filamentous hemagglutinin N-terminal domain-containing protein		1.6799415974026	1.7482763878913632	1.5088201252034086	1.7539197732203966		0.9670380828106936	1.137824539517508	1.032026804021342	1.1972665705219996
81	DN756_00450		ShlB/FhaC/HecB family hemolysin secretion/activation protein		7.401237636460427	6.488696502247766	5.233834807153126	7.89331789988866		7.270937672771773	5.177982060143143	6.81460844046909	6.2444715219125735
82	DN756_00455		hypothetical protein		1.0829768872843295	1.626317525721744	1.0734308844990534	1.4035389649906556		1.2372244985993452	1.5600862731232767	1.2073839456043334	1.071253084120808
83	DN756_00460		ABC transporter substrate-binding protein		88.07677957004127	91.16494273153616	92.9367072166102	93.5348450502138		85.5184194259096	77.98176293873082	99.6817657186668	79.63231541231654
84	DN756_00465	dppB	dipeptide ABC transporter permease DppB		11.114387740981	14.154129390405268	14.852952183413466	12.071315876093133		14.267781280123666	19.130573526507465	20.987308936371637	14.895852344343169
85	DN756_00470	dppC	dipeptide ABC transporter permease DppC		18.389772061302764	19.633512614872465	20.134798775690733	19.076664694580497		21.2945847762202	23.018915711497936	20.46714225432733	22.36163036230424
86	DN756_00475		dipeptide ABC transporter ATP-binding protein		26.358236842200736	32.3827267053075	35.95322822744384	28.7590184680445		29.473366620408367	30.643815751388036	27.00649157914613	33.84856194350493
87	DN756_00480		ABC transporter ATP-binding protein		37.103046525899465	36.793913187499165	40.86429847886887	37.27370661894873		37.339054842484	35.66318388395957	37.57810886451183	34.68176855228827
88	DN756_00485		cellulase		31.689922168807268	29.712079787561	28.65346636403244	28.864432393231336		32.9949757419386	30.45648055405353	32.772116099453164	27.81754500447733
89	DN756_00490	hmsP	biofilm formation regulator HmsP		189.22878564707037	197.0260727010073	178.3525162046313	212.118831793688		185.637716679706	163.24079151930434	182.68173846906768	162.23230673111067
90	DN756_00495		porin		3.96729186548313	5.94192205529319	5.488083432682839	5.446178168052537		1.8423592171001064	5.585469665729653	2.7556063138166103	4.1106076549114565
91	DN756_00500		pectate lyase		72.10415578846393	97.32009397224104	84.28860716552457	85.6334666077505		83.24334356885684	136.147544492438	103.96632706786762	109.54154982861331
92	DN756_00505		discoidin domain-containing protein		21.435580993454906	28.500443267494365	26.210961211468632	22.35934597351437		17.334110492183964	35.09897826916616	19.307842262087537	29.69074912456797
93	DN756_00510		dicarboxylate/amino acid:cation symporter		165.283263851549	108.59977849002388	108.66889488038056	138.937415982337		92.06594102497245	95.05246929715474	101.59781437232208	107.36622969276416
94	DN756_00515		insulinase family protein		397.95906715537535	399.2317677840797	372.54229523191134	423.4024176508014		674.6099987998186	552.149105516775	546.989828410755	566.6932744009796
95	DN756_00520		sugar kinase		200.7407142864897	221.03945318586327	182.576610322736	224.91117861858237		124.609609161808	171.11663405248797	134.47090754532965	166.35627226563966
96	DN756_00525		4-oxalocrotonate tautomerase family protein		6.0382415607936	6.749315864420576	5.167249090837967	6.857884913298349		6.678002865543621	6.751898021008739	6.177460075510276	5.607813014900124
97	DN756_00530		cyclic-guanylate-specific phosphodiesterase		7.495144689714017	6.76912914373672	7.353548545797113	9.268857649989386		7.430729979941764	6.467281244780303	5.98158313476139	8.67858548730412
98	DN756_00535		AsmA family protein		91.91508336887074	92.22030759988468	83.4783415518308	102.07486282007991		56.91914166177577	57.5910082555338	60.62842845483117	62.04318290939054
99	DN756_00540		CDP-diacylglycerol diphosphatase		33.38654704348207	34.37436444408476	36.47667858629867	25.138357870236263		26.4889809134968	31.004739730358867	41.574681251264735	20.728504889520234
100	DN756_00545	yhjD	inner membrane protein YhjD		38.73964422242764	39.82334199869577	41.65563055167591	33.73848219708733		26.36668970411067	30.37874579168683	42.46529613801554	21.90679274399633
101	DN756_00550		autotransporter outer membrane beta-barrel domain-containing protein		3.818602862254643	4.865076283272374	4.80708277652401	5.004289079390417		5.998620537851997	4.398415434904987	6.487277681405334	4.046301225902623
102	DN756_00555		DUF3289 family protein		1.7372585618815537	2.954883952361373	2.935827021760087	2.4514007349190696		2.1636019695605	2.4242258405789503	2.45874501557668	2.14718925635531
103	DN756_00560		DUF943 family protein		0.8841991154675437	1.040575620154678	0.5997063337233014	0.8964315772558917		0.343079426623417	0.5883860149325527	0.5377977467805762	0.459220879063253
104	DN756_00570		glycerate kinase		24.00316507729973	20.8849936522232	20.60649837953507	31.47316584414237		10.090271012303438	9.81604073945254	10.778676402174844	9.859125127860016
105	DN756_00575		GntP family permease		15.6495775737877	13.146177789338267	10.11306531771488	24.3412276943706		4.715762359039164	5.617907995253479	5.326690474637673	6.63113327365883
106	DN756_00580		hypothetical protein		7.578253840989206	8.936998764790596	7.652304826990984	7.775365120508884		10.606847567089403	10.371692815511748	11.177331717644511	8.985516436275006
107	DN756_00585		XRE family transcriptional regulator		39.90753045191297	41.054037104125136	35.159847254623834	43.489321052271		24.788346110775336	34.12028959220243	24.290632967994537	30.555652488819003
108	DN756_00590		glutathione-disulfide reductase		375.904964884132	392.4188751980526	407.9143395993533	358.5228766804224		331.1376964912033	393.76480372250063	357.4256534130743	391.3916244409597
109	DN756_00595	rlmJ	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ		112.73289176234933	109.14402151942102	106.699677539071	107.75755149191468		117.719129076364	114.11040433580769	105.86656757998831	113.54628391407368
110	DN756_00600		oligopeptidase A		524.632218482231	568.3028175569286	565.520866542793	654.1195145664477		241.58956075363065	261.5605513844923	236.41534371763768	259.538762521564
111	DN756_00605	rsmJ	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ		52.38035971783293	69.5302549684154	68.0473321582377	62.73709897316464		28.07456217610697	38.8037924789151	32.40165477631003	28.63433981376183
112	DN756_00610		type I secretion C-terminal target domain-containing protein		11.578817093114148	13.1358920944428	14.154269997524432	10.107553075705066		9.486200983276229	9.302068413030822	10.721452446891083	8.26384434846298
113	DN756_00615		NADP-specific glutamate dehydrogenase		975.44586974994	1199.1543548650432	1146.1549286611864	1014.307382401578		803.8076666644497	818.9137280652603	982.4426657575664	754.4478413958867
114	DN756_00620		universal stress protein A		2041.3322665904732	1781.5382836013432	1586.12777977379	2584.1552604399603		1716.1785979009635	1824.6843097308035	1448.7820746691134	2071.06277248654
115	DN756_00625	uspB	universal stress protein UspB		32.970386414453564	21.286314689235265	15.542621671783635	49.63781629951097		13.530250994815418	17.187883227385598	8.34564507932325	17.1151786348199
116	DN756_00630		inorganic phosphate transporter		728.5558702096081	783.3770851552804	810.4765776477193	700.048958690727		574.5312459950974	780.9586292688823	546.890445573166	796.0595855615011
117	DN756_00635		NAD(P)/FAD-dependent oxidoreductase		70.72781450076904	74.2524021386194	74.75724819213174	74.51066292536423		68.5710602501568	72.50731663391561	73.41959283967664	80.30721017008129
118	DN756_00640		hybrid sensor histidine kinase/response regulator		37.36065505548593	35.52663705808673	32.98891741156863	43.6217272968284		24.330179318944868	28.621524467337235	26.821851514583	28.11205203579587
119	DN756_00645		sugar ABC transporter ATP-binding protein		1.801423331538187	1.8408037168647968	1.8341347505735368	1.59075418545277		1.229996926431537	1.2163084220728966	1.2046012316856167	0.9827691958331533
120	DN756_00650		ribose ABC transporter permease		9.869719969201675	10.109273141609336	10.36385718030877	12.224163419870736		5.936726797593333	8.198110534941039	5.090399092545947	7.666159315865687
121	DN756_00655		transcriptional regulator		33.37458408026894	36.66650760652623	35.76608554363563	38.593345779720266		19.2695419854206	30.658529950340068	17.542777818582334	27.697694759104333
122	DN756_00660		D-lyxose/D-mannose family sugar isomerase		26.64479049738507	33.59872175989673	27.1445295448933	30.696226698630294		17.327181467487467	27.92363916627203	18.88780616732793	28.172872889401503
123	DN756_00665		ketose 1,6-bisphosphate aldolase		37.2840168617669	48.005240729990966	47.992984122600895	45.08694304578694		38.462730710692064	51.131360311761625	38.74420802637143	48.3197645681798
124	DN756_00670		adenosine kinase		34.725264234196906	41.59940268158073	41.88969693655153	43.2971954397537		41.2715230063307	53.884179901139305	39.86608580343013	45.79989405754316
125	DN756_00675		DNA-binding response regulator		56.3900143745736	53.16541651432973	45.2740416730602	64.43252641565412		40.5891193035738	45.2191904114648	35.061473154973605	49.54318727098877
126	DN756_00685		hypothetical protein		0.9990346928833423	0.878730696493605	0.8910492386115987	0.9469607584007154		0.8830004823289667	0.6703559106442469	0.6002597060912019	1.3016809605630122
127	DN756_00690		pirin family protein		35.30420284644617	37.89453489230953	35.56678432334913	38.12054983899511		23.181367664989438	25.3934815453845	20.8838001688115	25.510256221614867
128	DN756_00695	gntR	HTH-type transcriptional regulator GntR		148.72223309790232	174.25085750953463	164.8827758587233	151.7889529983063		139.271567210393	164.80728675128435	154.68951210809402	146.33748927132498
129	DN756_00700		gluconate transporter		43.695275324833005	30.61617588920897	21.251251783466067	56.95165210274036		29.594608229720933	22.11789955099473	17.3271097273886	23.670324491069263
130	DN756_00705		gluconokinase		14.812856899059566	10.843620894806904	9.203532117016124	18.0847002333449		13.420609397317266	8.371975444348026	8.524205260709804	9.443039415423652
131	DN756_00710		type IV secretion protein Rhs		1.0864925199588171	1.151543978678381	0.656339584534583	1.2443824697297805		2.7756592619464637	0.7168651014442563	0.8939298555842137	0.8740097760827233
132	DN756_00720		hypothetical protein		2.728742284665973	2.3600076629543003	3.040366344203523	2.5469931292100867		2.4753518196830364	1.4548889999194066	1.6613092631520934	1.0155946971351797
133	DN756_00725		YhgN family NAAT transporter		9.555211242422388	10.937933324227696	9.249518955208805	11.374413756898733		15.343999199974698	12.967179746712231	14.791661759097131	12.09134518736298
134	DN756_00730	asd	aspartate-semialdehyde dehydrogenase		370.786650474962	435.9850245578364	398.18510419882	393.553011800581		329.5026133669767	251.85967835221064	311.9132074506667	301.16639349865363
135	DN756_00735		hypothetical protein		5.1621889249662205	5.467347564802767	5.795205830805034	5.207603013365116		3.715589784018036	2.38799807845889	1.5780250903582864	2.458423217639984
136	DN756_00740		hypothetical protein		1.8248821522882464	1.84824933024396	2.54332746600829	1.1218617412634442		2.0084762739535567	0.8959361038628751	0.990758592472153	1.4864430656380103
137	DN756_00745		IS66 family insertion sequence hypothetical protein		0.9865707046533542	0.554857278196052	0.8007360021577133	0.5526944079578247		0.7721545978385613	0.5202458069631796	0.5002029199063994	0.4169298988274503
138	DN756_00750		invasin-like inverse autotransporter protein		163.116814453258	180.136757327954	168.81968744323902	181.46313660286765		195.6496563185783	225.33264713609069	208.040400910334	198.74283789431365
139	DN756_00755		sensor histidine kinase		33.2685986388611	35.6698785153777	32.02438467515824	40.59435376402617		35.530727835264635	41.6408286998139	34.122149157869295	40.39234581549314
140	DN756_00760	glgB	1,4-alpha-glucan branching protein GlgB		491.1647773316311	610.8670830067823	599.9143658802903	579.4249849395977		562.793988825275	588.0588691119243	629.861474657566	522.4646958274824
141	DN756_00765		glycogen debranching enzyme		509.2826704919357	621.9139990484787	587.934816692816	581.603433893377		502.2637448017137	658.5038734929693	541.380139639923	578.3979883202979
142	DN756_00770	glgC	glucose-1-phosphate adenylyltransferase		490.33015594349007	545.071012577161	541.5753200292963	567.2782936511636		412.82113496683536	598.9759940755076	433.37896665467537	529.2512128394324
143	DN756_00775	glgA	glycogen synthase GlgA		475.6143052625874	498.1091909892607	519.3918289200279	549.2314249032206		392.22305002011495	531.9815714223021	465.4324854070524	465.22298196968296
144	DN756_00780		glycogen phosphorylase		1690.77413342968	1472.77343447709	1416.52640547154	2034.3683845882435		2558.669644449013	3945.733738143797	2764.290807493	3578.656709835743
145	DN756_00785		glycerol-3-phosphate dehydrogenase		524.8265700899088	2390.6173926764723	4195.843108470427	75.26797317773888		79.17702227193934	92.9574853242512	79.61034255517157	86.16502564583652
146	DN756_00790		hypothetical protein		0.4978759379386	0.5576622240340426	0.8659907186561706	0.3994804078653287		1.3690056932867167	0.5260952376506657	0.6341811482903693	0.5321753500952807
147	DN756_00795		DUF3289 family protein		0.3440363829944944	0.6459821342504947	0.6457405384400843	0.4606896144312274		0.9185448945211484	0.4537011870370057	0.2904421001961483	0.2908954037284399
148	DN756_00800		DUF943 family protein		0.6142923609822794	1.246131396535858	1.3651238711944222	1.0256982599884366		0.767335487134211	1.2901821512876466	1.12759333587473	0.722495265505302
149	DN756_00805		hypothetical protein		0.4363267054935315	1.0123425907993653	1.31652861639186	0.8619065498094051		0.316874688368643	1.1883549817979666	0.997103989416046	0.4505938457378726
150	DN756_00810		transposase		9.156710965745036	13.204602694421231	14.703996493604969	10.05524784266058		11.322372131174989	20.430154912104168	13.481740727706566	11.159108188508409
151	DN756_00815		DeoR/GlpR family transcriptional regulator		197.2541062870947	224.0871345311607	220.3782701667093	224.306202096002		213.37252434401896	260.276057673284	223.839178532948	251.42759009823237
152	DN756_00820	glpG	rhomboid family intramembrane serine protease GlpG		198.42837645965832	202.9839404918177	180.03984920590264	221.96334962642536		222.81114797563336	239.434825764057	215.24560742419567	243.496246454599
153	DN756_00825	glpE	thiosulfate sulfurtransferase GlpE		90.28144522369398	82.39241248537682	76.20569609663747	98.0921104797554		99.40183328129667	82.9314620946449	77.3781225353984	90.19679639697506
154	DN756_00830		helix-turn-helix transcriptional regulator		835.3400171561913	772.4305984071907	678.9145509559503	972.3270955258298		573.3955237713634	595.112116181985	480.94099033356633	709.2292604415006
155	DN756_00835		maltodextrin phosphorylase		1903.5955955128463	1670.6324635762105	1878.2270284245733	2387.126164572773		2744.02626928749	2777.7263011848204	1598.4592982118866	3555.49920279916
156	DN756_00840		4-alpha-glucanotransferase		1345.426744075893	1173.1426699298434	1353.6619821257632	1769.1332080675536		1594.1530491699302	2056.853291207464	956.548717689711	2526.471346640913
